source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,utk_creator,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial_local,spatial,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,photographer,utk_photographer,creator,contributor,utk_contributor
tenncities:210,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000310 | 0111 | tenncities:210 | record_spc_3966,,,,,,Interior of Regas Restaurant,,Greek immigrants George and Frank Regas started Regas Brothers Cafe (originally known as Astor Cafe) on Gay Street in 1919.,,,1930-1950,1976,,1930/1950,,,,East Tennessee Historical Society,,"500 W Church Ave, Knoxville, TN 37902",,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85113249 | http://id.loc.gov/authorities/subjects/sh85101228 | http://id.loc.gov/authorities/subjects/sh00007640,"Regas, Frank, 1888-1953",http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:180,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000280 | 0081 | tenncities:180 | record_spc_3936,,,,,,Colonel James Van Deventer Home,,"Colonel James Van Deventer and his family lived in this home on Temple Avenue (later Volunteer Boulevard) from approximately 1900 until 1908. The University of Tennessee later used the structure as its Faculty Club, and the building was finally razed in the 1980s to allow for the construction of Hodges Library.",,,1900-1908,,,1900/1908,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80003889,Van Deventer Family,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:510,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000610 | 0411 | tenncities:510 | record_spc_4266,,,,,,Parade of Chevrolets on Gay Street,,"View of a parade of late 1930s model Chevrolets on Gay Street. Visible businesses include Kimball's Jewelers, Kress Drug Store, and Spence Shoe Store.",,,1934-1940,1978,,1934/1940,,,,Donning Company Publishers,,"253 West Bute Street, Norfolk, VA 23510",,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85010201 | http://id.loc.gov/authorities/subjects/sh85097741 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:378,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000478 | 0279 | tenncities:378 | record_spc_4134,,,,,,Burwell Building,,"The Knoxville Banking and Trust Building was completed in 1907 on the site of the original Blount College. It was Knoxville's tallest building until 1912 when it was surpassed by the Holston. C. B. Atkin later purchased the structure which he enlarged and renamed the Burwell Building in honor of his wife, Mary Burwell. The structure became famous in 1928 when Tennessee Theatre was added as part of an addition standing at 604-606 Gay Street. It was added to the National Register of Historic Places in 1982.",,,1907,,,1907,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85132102 | http://id.loc.gov/vocabulary/graphicMaterials/tgm001394 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:487,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000587 | 0388 | tenncities:487 | record_spc_4243,,,,,,Knoxville street market,,View of a Knoxville street market during the early 20th century.,,,1924-1930,,,1924/1930,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85081355 | http://id.loc.gov/authorities/subjects/sh2017003810 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80003889,Knoxville Engraving Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:183,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000283 | 0084 | tenncities:183 | record_spc_3939,,,,,,Two-Story Knoxville Home,,View of a two-story home in Knoxville.,,,1900-1915,,,1900/1915,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:415,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000515 | 0316 | tenncities:415 | record_spc_4171,,,,,,Post Office and Custom House Building,,"Completed in 1874, Knoxville's Post Office and Custom House may have been the city's first building to be designed by a professional architect, in this case Alfred B. Mullett. The structure was enlarged in 1910 and operated until a new post office was constructed in 1934. Tennessee Valley Authority occupied the building until 1976 when it was restored and repurposed as the East Tennessee Historical Center.",,,1909,,,1909,,,,Detroit Publishing Co.,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85105476 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:219,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000319 | 0120 | tenncities:219 | record_spc_3975,,,,,,Sitting room of Imperial Hotel,,"Imperial Hotel was built on the corner of Gay Street and Clinch Avenue in about 1894. It replaced several older businesses, including Hotel Hattie. The Imperial burned down in 1916 and was replaced by the ""completely fireproof"" Hotel Farragut in 1919.",,,1894-1916,,,1894/1916,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062487 | http://id.loc.gov/authorities/subjects/sh85101228 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:214,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000314 | 0115 | tenncities:214 | record_spc_3970,,,,,,Interior of Market House,,"View of Market House's meat section. Knoxville's original Market House was built in 1816. During the Civil War, the Union Army used the Market House to store ammunition and business was conducted outside. A new Market House was built in 1897 and merchants offered a wide variety of items, including baked goods, fresh meats, and homegrown fruits and vegetables from permanent stalls and wagons parked outside. After being partially destroyed by fire, this structure was demolished to make way for the Market Street Mall in 1960.",,,1916-1922,,,1916/1922,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2017003810 | http://id.loc.gov/authorities/subjects/sh85101228 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:192,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000292 | 0093 | tenncities:192 | record_spc_3948,,,,,,"Central Methodist Episcopal Church, South",,"Central Methodist Episcopal Church South, designed by Chattanooga architect R. H. Hunt, was dedicated in March 1927. It represented a combination of two older Knoxville Methodist congregations: Broad Street and Centenary. The church was renamed Central United Methodist Church when the United Methodist Church was formed in 1968.",,,1947-1958,,,1947/1958,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85025873 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,"Leslie, Bruce G, 1899-1998",,,
tenncities:590,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000690 | 0491 | tenncities:590 | record_spc_4346,,,,,,World's Fair grounds near the base of the Sunsphere,,"View of the World's Fair grounds near the base of the Sunsphere. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:358,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000458 | 0259 | tenncities:358 | record_spc_4114,,,,,,Brabson's Ferry,,"Brabson Island, site of Brabson's Ferry Plantation, sits in the French Broad River in Sevier County, Tennessee. The notation ""Brabson's Ferry near Knoxville, Tenn."" most likely refers to the ferry that crosses the French Broad several miles upstream of Brabson Island rather than to the plantation or to the island proper. Brabson's Ferry Plantation was added to the National Register of Historic Places on June 25, 1975.",,,1913,,,1913,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Sevier County (Tenn.),http://id.loc.gov/authorities/names/n82218811,"35.78466, -83.52418",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh90002327 | http://id.loc.gov/authorities/subjects/sh85047856 | http://id.loc.gov/authorities/subjects/sh85101268,F. G. Asquith Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:264,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000364 | 0165 | tenncities:264 | record_spc_4020,,,,,,View of the University of Tennessee Campus,,"View of the University of Tennessee campus taken from across the Tennessee River. Visible are Reese Hall, Humes Hall, and the Steam Plant. The Aquatic Center is under construction.",,,1965,,,1965,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2003010579 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80003889,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:233,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000333 | 0134 | tenncities:233 | record_spc_3989,,,,,,View of Downtown Knoxville,,"View of central Knoxville. Visible landmarks include Baptist Hospital on the south side of the Tennessee River, the river itself, and various buildings in downtown Knoxville.",,,1965,,,1965,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:198,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000298 | 0099 | tenncities:198 | record_spc_3954,,,,,,"Church Street Methodist Episcopal Church, South",,"When the Church Street Methodist Episcopal Church South building (constructed in 1875) was destroyed by fire in 1928, the structure shown replaced it. Although the new building stood at the corner of Henley and Main Streets, the congregation chose to retain ""Church Street"" in its name. The church's name changed to Church Street United Methodist Church when the nationwide United Methodist Church was formed in 1968. The building was listed on the National Register of Historic Places in 2009.",,,1954-1963,,,1954/1963,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85026263 | http://id.loc.gov/authorities/subjects/sh85025873 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/no2018123876,,,,
